packet_no,msg_type,src_mac,src_ip,xid,lease_time,relay_ip,dns,gateway,label,attack_type
145786,REQUEST,23:35:ee:3c:2a:9e,0.0.0.0,13328,25041,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145787,DISCOVER,35:46:33:92:28:1f,0.0.0.0,53183,47935,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145788,DISCOVER,ce:a5:d0:a3:b9:10,0.0.0.0,38133,2572,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145789,DISCOVER,f7:ed:d9:57:02:a8,0.0.0.0,468,32467,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145790,DISCOVER,ad:ca:f6:de:af:80,0.0.0.0,43378,21131,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145791,OFFER,server,192.168.1.149,57973,26705,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145792,DISCOVER,44:1a:29:13:1b:1a,0.0.0.0,65900,58587,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145793,REQUEST,8e:71:9a:51:3b:6e,0.0.0.0,88581,59696,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145794,DISCOVER,47:d6:1e:f8:80:0b,0.0.0.0,12671,18884,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145795,DISCOVER,33:ec:ec:69:f9:2e,0.0.0.0,7861,1244,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145796,ACK,server,192.168.1.167,60128,35134,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145797,ACK,05:f7:a0:7d:ce:42,192.168.1.173,5316,38877,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
145798,OFFER,server,192.168.1.183,51975,32195,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145799,REQUEST,93:04:9a:09:fc:12,192.168.1.45,612,22397,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145800,DISCOVER,74:ca:f5:0d:ea:e0,0.0.0.0,20436,23649,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145801,REQUEST,ac:c4:cb:f4:7f:5f,192.168.1.80,85221,55352,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145802,REQUEST,2a:eb:da:9b:32:29,0.0.0.0,55227,64330,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145803,DISCOVER,f2:7f:43:e5:c0:7c,0.0.0.0,15750,78540,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145804,ACK,server,192.168.1.43,8597,44138,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145805,REQUEST,60:34:29:77:00:e5,0.0.0.0,64842,5115,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145806,DISCOVER,af:da:99:79:ce:f1,0.0.0.0,625,66321,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145807,REQUEST,99:41:71:8a:03:a3,0.0.0.0,5585,69493,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145808,OFFER,server,192.168.1.109,52423,54267,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145809,REQUEST,0c:3d:ec:f1:e9:17,192.168.1.179,41849,35388,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145810,OFFER,server,192.168.1.246,70896,7960,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145811,REQUEST,62:e6:4d:46:aa:0a,0.0.0.0,35238,31981,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145812,DISCOVER,40:6e:57:97:1b:b5,0.0.0.0,23795,2597,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145813,DISCOVER,16:15:e1:df:7f:1f,0.0.0.0,24694,58885,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145814,REQUEST,69:82:e7:75:db:dd,0.0.0.0,33855,22822,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145815,DISCOVER,3b:ad:66:fd:a3:c2,0.0.0.0,95202,31099,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145816,DISCOVER,68:a2:5d:85:ee:8b,0.0.0.0,1830,22677,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145817,DISCOVER,2f:cd:b2:58:00:6a,0.0.0.0,95994,78003,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145818,DISCOVER,fb:2e:7f:74:07:0d,0.0.0.0,91027,15923,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145819,ACK,72:e1:c1:1b:a0:41,192.168.1.148,23271,17486,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
145820,DISCOVER,db:bc:12:b7:b8:6a,0.0.0.0,22820,36797,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145821,REQUEST,70:44:63:3a:fb:f9,0.0.0.0,89953,45514,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145822,DISCOVER,1a:c0:57:5d:d4:7d,0.0.0.0,93877,79085,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145823,DISCOVER,16:c1:b0:04:3f:5e,0.0.0.0,80292,61524,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145824,DISCOVER,61:11:2c:60:08:f5,0.0.0.0,2799,20876,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145825,ACK,attacker,111.111.111.1,70877,20995,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
145826,DISCOVER,29:1c:af:9d:24:44,0.0.0.0,66688,39922,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145827,OFFER,server,192.168.1.163,2400,22373,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145828,ACK,server,192.168.1.239,48085,75360,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145829,DISCOVER,eb:26:18:bf:c7:4e,0.0.0.0,1327,68011,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145830,REQUEST,3c:34:87:0e:b6:b2,0.0.0.0,71757,59113,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145831,OFFER,server,192.168.1.44,50644,78968,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145832,REQUEST,a6:11:97:b3:b2:30,0.0.0.0,91808,8560,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145833,DISCOVER,fe:74:ff:ad:ba:32,0.0.0.0,32312,57088,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145834,ACK,server,192.168.1.107,41386,47539,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145835,ACK,server,192.168.1.82,52991,44858,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145836,OFFER,attacker,111.111.111.1,4349,18947,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
145837,ACK,server,192.168.1.142,53085,60530,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145838,ACK,server,192.168.1.207,68494,67987,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145839,ACK,server,192.168.1.36,36097,70019,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145840,DISCOVER,1b:b7:4d:43:a3:0c,0.0.0.0,34198,77483,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145841,OFFER,server,192.168.1.230,78479,47365,10.0.202.44,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
145842,OFFER,rogue_server,10.0.0.5,8035,77966,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145843,DISCOVER,82:f8:5f:2f:83:78,0.0.0.0,56575,34924,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145844,DISCOVER,36:96:45:bc:5f:9f,0.0.0.0,90550,86171,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145845,ACK,server,192.168.1.28,66029,34875,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145846,DISCOVER,8c:25:af:d1:17:4e,0.0.0.0,63432,19390,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145847,REQUEST,56:c1:75:e0:58:37,0.0.0.0,95152,16090,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145848,DISCOVER,2b:70:cf:44:13:37,0.0.0.0,68323,79183,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145849,OFFER,server,192.168.1.138,58390,72203,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145850,ACK,server,192.168.1.218,89051,39656,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145851,DISCOVER,1b:fa:2e:3c:c6:51,0.0.0.0,57335,29197,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145852,DISCOVER,db:86:99:66:91:a6,0.0.0.0,35200,43528,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145853,ACK,2c:a2:de:5c:ea:71,192.168.1.36,8490,57440,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
145854,OFFER,server,192.168.1.24,66880,23479,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145855,ACK,server,192.168.1.135,13402,28988,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145856,OFFER,server,192.168.1.56,65400,61415,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145857,DISCOVER,46:69:33:71:de:6c,0.0.0.0,70271,63842,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145858,REQUEST,69:c9:11:9e:12:60,0.0.0.0,3354,1895,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145859,REQUEST,a6:8c:3b:4d:3b:c1,192.168.1.41,28383,70393,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145860,DISCOVER,56:ce:a7:6b:a9:8b,0.0.0.0,99090,17550,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145861,ACK,server,192.168.1.157,32173,56467,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145862,DISCOVER,7c:23:28:bd:d7:d0,0.0.0.0,78666,12946,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145863,DISCOVER,79:5a:cd:2d:af:e5,0.0.0.0,15132,13502,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145864,DISCOVER,57:54:5b:42:11:af,0.0.0.0,83312,54322,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145865,DISCOVER,d2:88:15:94:1b:98,0.0.0.0,68941,64513,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145866,DISCOVER,03:76:4c:cf:71:5a,0.0.0.0,29896,8812,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145867,REQUEST,f7:1d:4c:7d:38:42,0.0.0.0,63131,44596,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145868,DISCOVER,f4:66:c0:56:c0:99,0.0.0.0,80380,47867,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145869,ACK,server,192.168.1.34,13932,14867,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145870,REQUEST,7d:f6:8c:a7:fc:fe,0.0.0.0,74920,43251,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145871,OFFER,server,192.168.1.253,65027,57153,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145872,OFFER,server,192.168.1.180,11418,20625,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145873,REQUEST,04:4d:05:e6:04:d3,192.168.1.65,24368,84556,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145874,REQUEST,eb:4c:df:4b:b8:77,192.168.1.250,98464,60384,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145875,DISCOVER,6f:c4:ae:8f:ea:78,0.0.0.0,68684,56739,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145876,DISCOVER,78:e5:e4:a3:6c:e1,0.0.0.0,72820,74781,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145877,DISCOVER,20:3d:e2:66:44:26,0.0.0.0,60452,59894,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145878,ACK,b4:0b:d2:cf:ce:e2,192.168.1.234,8756,26216,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
145879,ACK,dd:50:c3:bf:98:72,192.168.1.105,2675,1781,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
145880,REQUEST,4f:b6:46:be:bd:a4,0.0.0.0,20590,48864,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145881,DISCOVER,f5:ce:f8:be:34:d0,0.0.0.0,9660,17864,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145882,DISCOVER,ca:a9:39:3e:59:37,0.0.0.0,23435,749,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145883,ACK,server,192.168.1.19,48774,82166,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145884,DISCOVER,29:45:35:74:ab:b9,0.0.0.0,62286,12043,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145885,REQUEST,a6:8c:3b:4d:3b:c1,192.168.1.56,28383,41187,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145886,DISCOVER,50:1c:aa:90:a0:14,0.0.0.0,53194,85960,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145887,ACK,server,192.168.1.93,7448,34261,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145888,REQUEST,6d:1c:7c:3f:3e:de,192.168.1.199,93550,28557,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145889,OFFER,attacker,111.111.111.1,60737,84423,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
145890,OFFER,server,192.168.1.254,28744,46982,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145891,ACK,server,192.168.1.114,86329,46038,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145892,DISCOVER,44:79:27:2d:91:dc,0.0.0.0,93143,37328,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145893,REQUEST,22:6d:0b:5c:02:57,0.0.0.0,75490,22553,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145894,DISCOVER,e6:e6:26:cd:d3:2d,0.0.0.0,13802,53796,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145895,OFFER,rogue_server,10.0.0.5,54455,20699,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145896,ACK,server,192.168.1.170,14893,21765,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145897,REQUEST,e0:77:fe:8d:bc:82,0.0.0.0,79413,41478,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145898,REQUEST,71:b0:ad:dc:d2:a7,0.0.0.0,69883,84739,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145899,ACK,server,192.168.1.225,80962,59657,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145900,REQUEST,5b:1a:b4:b3:cb:2d,192.168.1.164,45404,77039,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145901,DISCOVER,a8:0d:b4:82:79:36,0.0.0.0,98637,45074,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145902,OFFER,server,192.168.1.68,4931,53878,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145903,DISCOVER,27:d5:a2:df:7f:29,0.0.0.0,57544,68502,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145904,ACK,server,192.168.1.236,23866,38928,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145905,DISCOVER,ad:2e:7a:3b:b0:d9,0.0.0.0,28869,64896,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145906,REQUEST,e8:33:ed:30:0b:a1,0.0.0.0,71470,49276,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145907,ACK,server,192.168.1.250,69856,43887,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145908,OFFER,rogue_server,10.0.0.5,64628,71802,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145909,DISCOVER,32:c1:9b:6d:a4:1f,0.0.0.0,60288,21701,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145910,DISCOVER,0e:78:08:74:93:97,0.0.0.0,39493,46614,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145911,REQUEST,c9:32:63:8c:54:66,0.0.0.0,12790,50323,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145912,OFFER,server,192.168.1.81,8485,29159,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145913,ACK,a2:8c:ba:cb:7e:ba,192.168.1.249,46905,52659,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
145914,REQUEST,5e:5c:71:25:76:be,0.0.0.0,14106,67337,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145915,REQUEST,2b:c2:0b:ac:11:2b,0.0.0.0,4424,15808,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145916,DISCOVER,17:19:b9:8b:5b:5b,0.0.0.0,63600,3781,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145917,DISCOVER,29:22:9c:6c:e7:ff,0.0.0.0,83452,65365,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145918,ACK,server,192.168.1.165,11519,72993,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145919,DISCOVER,31:ae:98:49:f6:72,0.0.0.0,31459,51754,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145920,DISCOVER,8e:d1:e4:7a:af:19,0.0.0.0,38140,29042,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145921,DISCOVER,f3:f8:72:d4:56:d4,0.0.0.0,23221,69617,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145922,OFFER,server,192.168.1.241,13653,34423,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145923,OFFER,server,192.168.1.146,12291,18603,10.0.29.131,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
145924,ACK,server,192.168.1.37,33975,7499,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145925,DISCOVER,3b:c1:64:ed:de:2b,0.0.0.0,18471,25082,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145926,OFFER,server,192.168.1.115,82402,61167,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145927,DISCOVER,0a:5a:90:0e:a7:4d,0.0.0.0,65644,37798,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145928,OFFER,server,192.168.1.228,73880,56209,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145929,OFFER,server,192.168.1.217,67637,57687,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145930,DISCOVER,e3:62:2c:2a:10:99,0.0.0.0,55616,12547,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145931,DISCOVER,9f:28:94:8e:8c:83,0.0.0.0,92343,71878,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145932,ACK,server,192.168.1.205,52776,34258,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145933,REQUEST,50:51:13:24:9e:52,0.0.0.0,20780,33120,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145934,DISCOVER,54:3c:6e:4b:f2:c7,0.0.0.0,77646,78966,10.0.219.3,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
145935,ACK,server,192.168.1.124,74941,23660,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145936,DISCOVER,ac:13:7b:8f:4e:ee,0.0.0.0,51185,73611,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145937,REQUEST,1b:20:3c:36:af:43,0.0.0.0,47715,57209,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145938,ACK,server,192.168.1.79,12104,40851,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145939,ACK,server,192.168.1.173,55547,13231,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145940,REQUEST,90:05:35:d7:df:54,192.168.1.39,25961,72285,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145941,ACK,server,192.168.1.78,20203,60107,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145942,DISCOVER,c2:ba:8a:c7:f6:a6,0.0.0.0,33450,67329,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145943,REQUEST,d1:5b:a8:04:8c:2b,0.0.0.0,85457,51837,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145944,DISCOVER,6c:c3:f3:0d:07:9d,0.0.0.0,74154,47132,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145945,ACK,server,192.168.1.25,96769,50790,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145946,DISCOVER,ed:44:9d:55:b5:9c,0.0.0.0,30585,68646,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145947,REQUEST,0b:fb:e3:4b:0f:9a,0.0.0.0,58982,61047,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145948,DISCOVER,b1:ca:fe:61:5a:80,0.0.0.0,43051,59945,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145949,ACK,server,192.168.1.3,97576,68364,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145950,DISCOVER,f2:45:95:d0:cb:9e,0.0.0.0,20657,53020,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145951,OFFER,server,192.168.1.119,29412,32497,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145952,ACK,server,192.168.1.132,41665,79445,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145953,OFFER,server,192.168.1.167,86217,19728,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145954,REQUEST,45:89:7c:a5:c2:d9,192.168.1.232,10129,31471,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145955,REQUEST,9e:8d:e9:55:58:83,0.0.0.0,95679,2630,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145956,OFFER,server,192.168.1.228,33082,78691,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145957,OFFER,rogue_server,10.0.0.5,84404,39185,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145958,REQUEST,7b:34:66:4d:27:00,0.0.0.0,55835,68942,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145959,DISCOVER,a5:ab:81:59:41:04,0.0.0.0,44011,70157,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145960,REQUEST,d9:b9:8a:ba:b0:16,0.0.0.0,79171,14227,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145961,REQUEST,6d:be:9a:0e:29:6c,0.0.0.0,49101,59610,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145962,ACK,server,192.168.1.75,22962,66535,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145963,OFFER,rogue_server,10.0.0.5,86833,15638,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145964,ACK,server,192.168.1.247,16022,20880,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145965,ACK,server,192.168.1.21,37394,60006,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145966,DISCOVER,d0:bd:2e:0d:fe:10,0.0.0.0,77200,82824,10.0.8.88,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
145967,OFFER,server,192.168.1.204,75,35268,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145968,OFFER,server,192.168.1.69,56037,41274,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145969,DISCOVER,bb:b7:43:d8:c2:a1,0.0.0.0,18549,77668,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145970,ACK,server,192.168.1.122,40368,6663,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145971,DISCOVER,42:7e:cd:f3:c9:43,0.0.0.0,16481,81390,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145972,REQUEST,6b:26:c8:44:1e:ee,192.168.1.247,75002,58644,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145973,ACK,server,192.168.1.117,22552,9721,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145974,REQUEST,09:84:2c:7d:22:f9,0.0.0.0,62256,30053,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145975,DISCOVER,73:8f:89:5f:51:d0,0.0.0.0,93025,35510,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145976,OFFER,server,192.168.1.42,39772,63735,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
145977,REQUEST,7b:d7:10:fa:7e:40,192.168.1.59,37967,8458,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145978,REQUEST,88:67:5c:c0:48:3a,192.168.1.254,77543,39308,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145979,DISCOVER,a2:67:de:65:d1:90,0.0.0.0,58453,34996,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145980,OFFER,attacker,111.111.111.1,7320,46529,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
145981,DISCOVER,31:f8:73:47:83:bb,0.0.0.0,37069,10835,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145982,OFFER,server,192.168.1.219,11996,75789,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145983,OFFER,server,192.168.1.194,57020,34690,10.0.212.23,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
